,Removed_privileges,Shook_child,Called_dumb_lazy,Beat_hard,Learning_skill,Child's_weight,Sex,Weight_age_P,Wealth_index,Mother's_education
508,YES,YES,NO,NO,NO DIFFICULTY,12.5,MALE,0.3,Fourth,Secondary
509,YES,YES,NO,NO,HAVE DIFFICULTY,10.4,MALE,1.4,Fourth,Higher secondary+
513,YES,YES,YES,NO,NO DIFFICULTY,13.7,MALE,41.0,Second,Secondary
514,YES,YES,NO,NO,NO DIFFICULTY,15.3,FEMALE,16.0,Second,Secondary
515,YES,NO,NO,NO,HAVE DIFFICULTY,12.3,FEMALE,0.9,Poorest,Primary
517,YES,YES,NO,NO,HAVE DIFFICULTY,11.4,FEMALE,0.1,Second,Secondary
520,YES,YES,NO,NO,NO DIFFICULTY,12.1,MALE,3.1,Second,Primary
522,NO,NO,NO,NO,NO DIFFICULTY,11.1,FEMALE,0.1,Second,Pre-primary or none
523,NO,NO,NO,NO,HAVE DIFFICULTY,9.8,FEMALE,3.5,Poorest,Secondary
527,YES,NO,NO,NO,NO DIFFICULTY,9.3,MALE,0.2,Fourth,Higher secondary+
528,YES,NO,NO,NO,NO DIFFICULTY,12.2,MALE,2.5,Middle,Higher secondary+
529,YES,YES,YES,NO,HAVE DIFFICULTY,10.7,FEMALE,1.6,Fourth,Secondary
530,YES,YES,YES,NO,NO DIFFICULTY,12.6,FEMALE,1.0,Fourth,Secondary
531,NO,NO,NO,NO,NO DIFFICULTY,13.9,FEMALE,5.6,Poorest,Secondary
537,YES,YES,NO,NO,NO DIFFICULTY,9.8,MALE,0.0,Fourth,Primary
541,NO,YES,NO,NO,NO DIFFICULTY,9.9,MALE,1.1,Poorest,Primary
542,YES,NO,NO,NO,NO DIFFICULTY,11.2,FEMALE,6.2,Poorest,Higher secondary+
545,NO,YES,YES,NO,HAVE DIFFICULTY,10.7,MALE,0.1,Poorest,Secondary
546,NO,NO,NO,NO,NO DIFFICULTY,14.2,MALE,42.1,Middle,Secondary
547,YES,YES,YES,NO,NO DIFFICULTY,17.7,MALE,38.5,Middle,Secondary
550,NO,YES,NO,NO,NO DIFFICULTY,15.4,MALE,19.9,Poorest,Primary
552,YES,NO,YES,NO,HAVE DIFFICULTY,11.2,MALE,4.3,Poorest,Primary
553,NO,NO,NO,NO,NO DIFFICULTY,8.0,FEMALE,0.0,Poorest,Primary
556,YES,NO,NO,NO,HAVE DIFFICULTY,10.4,MALE,0.1,Poorest,Primary
559,NO,NO,NO,NO,NO DIFFICULTY,10.9,FEMALE,13.0,Second,Secondary
560,NO,NO,NO,NO,NO DIFFICULTY,10.0,FEMALE,2.7,Poorest,Primary
562,YES,YES,NO,NO,NO DIFFICULTY,12.1,FEMALE,1.8,Second,Higher secondary+
564,YES,YES,NO,NO,NO DIFFICULTY,13.0,MALE,5.6,Poorest,Primary
566,NO,NO,NO,NO,NO DIFFICULTY,10.1,FEMALE,0.8,Richest,Secondary
568,YES,YES,NO,NO,NO DIFFICULTY,10.0,FEMALE,0.2,Poorest,Secondary
569,YES,NO,NO,NO,NO DIFFICULTY,14.7,MALE,43.9,Middle,Secondary
571,NO,NO,NO,NO,NO DIFFICULTY,12.1,FEMALE,26.4,Second,Secondary
572,YES,YES,NO,NO,NO DIFFICULTY,10.1,MALE,0.2,Poorest,Secondary
573,NO,NO,YES,NO,NO DIFFICULTY,13.1,FEMALE,1.9,Middle,Higher secondary+
576,YES,YES,YES,NO,NO DIFFICULTY,12.1,FEMALE,8.3,Second,Primary
579,YES,NO,NO,NO,NO DIFFICULTY,9.4,FEMALE,1.0,Second,Primary
580,YES,YES,YES,NO,NO DIFFICULTY,16.0,MALE,30.5,Second,Secondary
581,YES,YES,NO,NO,NO DIFFICULTY,10.6,MALE,0.0,Poorest,Primary
582,NO,NO,NO,NO,NO DIFFICULTY,11.5,FEMALE,13.1,Poorest,Secondary
583,YES,NO,YES,NO,HAVE DIFFICULTY,14.4,FEMALE,5.6,Middle,Secondary
584,YES,NO,NO,NO,NO DIFFICULTY,11.3,MALE,8.1,Second,Higher secondary+
585,YES,YES,NO,NO,NO DIFFICULTY,12.4,FEMALE,14.6,Poorest,Primary
586,YES,NO,NO,NO,NO DIFFICULTY,10.2,FEMALE,6.0,Second,Higher secondary+
590,YES,NO,NO,NO,NO DIFFICULTY,13.1,FEMALE,27.3,Middle,Secondary
592,YES,YES,YES,NO,HAVE DIFFICULTY,15.4,MALE,7.0,Poorest,Primary
596,YES,YES,NO,NO,NO DIFFICULTY,14.0,MALE,12.1,Second,Secondary
597,NO,NO,YES,NO,HAVE DIFFICULTY,15.3,FEMALE,40.8,Second,Secondary
598,NO,YES,NO,NO,NO DIFFICULTY,14.6,FEMALE,26.0,Poorest,Higher secondary+
602,YES,NO,NO,NO,NO DIFFICULTY,12.0,MALE,2.9,Poorest,Primary
604,YES,NO,NO,NO,NO DIFFICULTY,14.1,MALE,13.7,Poorest,Primary
607,NO,NO,NO,NO,NO DIFFICULTY,10.5,MALE,4.2,Middle,Higher secondary+
613,YES,NO,NO,NO,NO DIFFICULTY,12.8,MALE,4.5,Second,Secondary
614,NO,YES,NO,NO,HAVE DIFFICULTY,17.3,MALE,37.1,Poorest,Pre-primary or none
616,NO,NO,NO,NO,NO DIFFICULTY,9.3,FEMALE,0.0,Poorest,Primary
617,NO,NO,NO,NO,NO DIFFICULTY,13.3,FEMALE,1.6,Poorest,Primary
619,NO,NO,NO,NO,NO DIFFICULTY,8.8,FEMALE,0.1,Second,Primary
620,NO,NO,NO,NO,NO DIFFICULTY,8.3,FEMALE,0.0,Second,Primary
623,NO,YES,NO,NO,HAVE DIFFICULTY,10.5,MALE,0.5,Poorest,Pre-primary or none
624,NO,YES,NO,NO,NO DIFFICULTY,14.6,MALE,9.5,Poorest,Primary
626,YES,NO,NO,NO,NO DIFFICULTY,16.7,MALE,38.4,Poorest,Primary
627,YES,NO,NO,NO,NO DIFFICULTY,13.2,FEMALE,3.6,Middle,Secondary
630,NO,YES,NO,NO,NO DIFFICULTY,14.2,FEMALE,4.4,Poorest,Pre-primary or none
631,NO,YES,NO,NO,NO DIFFICULTY,8.2,FEMALE,0.1,Middle,Higher secondary+
632,YES,NO,NO,NO,NO DIFFICULTY,12.0,FEMALE,2.7,Poorest,Secondary
633,YES,NO,YES,NO,HAVE DIFFICULTY,13.2,FEMALE,22.1,Poorest,Primary
634,NO,NO,NO,NO,NO DIFFICULTY,12.3,FEMALE,1.9,Poorest,Pre-primary or none
635,YES,YES,NO,NO,NO DIFFICULTY,19.0,MALE,67.4,Second,Secondary
639,NO,YES,NO,NO,NO DIFFICULTY,16.0,FEMALE,46.3,Middle,Higher secondary+
641,NO,NO,NO,YES,NO DIFFICULTY,16.9,MALE,41.2,Poorest,Secondary
644,NO,YES,NO,NO,NO DIFFICULTY,6.4,MALE,0.0,Second,Secondary
645,NO,NO,NO,NO,NO DIFFICULTY,9.6,FEMALE,0.8,Poorest,Primary
646,NO,NO,NO,NO,NO DIFFICULTY,13.6,MALE,25.3,Poorest,Secondary
647,NO,YES,NO,NO,HAVE DIFFICULTY,13.2,MALE,4.7,Poorest,Primary
648,YES,NO,NO,NO,NO DIFFICULTY,8.0,FEMALE,0.0,Middle,Secondary
650,NO,YES,NO,NO,NO DIFFICULTY,6.2,MALE,0.0,Second,Secondary
651,YES,NO,NO,NO,NO DIFFICULTY,6.9,FEMALE,0.0,Second,Secondary
652,NO,NO,NO,NO,NO DIFFICULTY,10.4,FEMALE,6.6,Middle,Higher secondary+
653,YES,NO,NO,NO,NO DIFFICULTY,10.1,FEMALE,0.1,Poorest,Secondary
654,YES,NO,NO,NO,NO DIFFICULTY,11.5,MALE,4.2,Fourth,Secondary
655,YES,NO,YES,NO,NO DIFFICULTY,14.4,MALE,3.7,Fourth,Secondary
656,NO,YES,NO,NO,NO DIFFICULTY,13.0,MALE,10.6,Middle,Secondary
657,NO,YES,NO,NO,NO DIFFICULTY,9.3,FEMALE,0.1,Second,Secondary
658,YES,NO,NO,NO,NO DIFFICULTY,8.1,FEMALE,0.0,Poorest,Secondary
659,YES,NO,NO,NO,NO DIFFICULTY,15.3,FEMALE,18.0,Poorest,Secondary
661,NO,NO,NO,NO,NO DIFFICULTY,12.3,FEMALE,2.9,Poorest,Primary
662,NO,NO,NO,NO,NO DIFFICULTY,14.1,MALE,4.4,Second,Secondary
663,YES,NO,YES,NO,NO DIFFICULTY,16.2,FEMALE,42.6,Fourth,Higher secondary+
664,YES,YES,NO,NO,HAVE DIFFICULTY,10.4,FEMALE,0.4,Middle,Secondary
665,YES,NO,YES,NO,HAVE DIFFICULTY,11.2,MALE,0.1,Second,Secondary
666,NO,NO,NO,NO,NO DIFFICULTY,14.9,MALE,7.7,Poorest,Secondary
667,NO,YES,NO,NO,NO DIFFICULTY,11.0,FEMALE,0.7,Poorest,Pre-primary or none
668,NO,YES,YES,NO,NO DIFFICULTY,10.4,MALE,0.6,Richest,Higher secondary+
672,YES,NO,YES,NO,NO DIFFICULTY,11.7,MALE,0.1,Second,Secondary
674,YES,NO,NO,NO,HAVE DIFFICULTY,14.7,FEMALE,8.2,Richest,Higher secondary+
676,YES,NO,NO,NO,HAVE DIFFICULTY,10.4,MALE,0.4,Richest,Secondary
678,YES,NO,NO,NO,NO DIFFICULTY,14.8,MALE,3.7,Fourth,Primary
679,NO,NO,NO,NO,NO DIFFICULTY,13.7,MALE,53.0,Richest,Secondary
680,NO,NO,NO,NO,NO DIFFICULTY,9.6,FEMALE,0.1,Richest,Higher secondary+
683,NO,YES,NO,NO,NO DIFFICULTY,9.3,FEMALE,0.5,Richest,Secondary
684,NO,NO,NO,NO,NO DIFFICULTY,10.4,FEMALE,4.6,Richest,Secondary
686,NO,YES,NO,NO,NO DIFFICULTY,14.2,FEMALE,6.2,Fourth,Secondary
687,YES,NO,NO,NO,NO DIFFICULTY,11.9,MALE,2.5,Middle,Higher secondary+
695,YES,NO,NO,NO,NO DIFFICULTY,13.0,MALE,34.0,Richest,Secondary
701,YES,NO,NO,NO,NO DIFFICULTY,10.4,FEMALE,2.5,Richest,Higher secondary+
703,NO,NO,NO,NO,NO DIFFICULTY,15.9,MALE,72.7,Second,Pre-primary or none
705,YES,YES,NO,NO,NO DIFFICULTY,11.9,FEMALE,2.2,Poorest,Secondary
707,YES,NO,NO,NO,NO DIFFICULTY,13.5,MALE,8.2,Poorest,Secondary
714,YES,NO,NO,NO,HAVE DIFFICULTY,12.6,FEMALE,1.8,Richest,Secondary
715,NO,NO,NO,NO,HAVE DIFFICULTY,11.1,MALE,3.8,Second,Pre-primary or none
716,YES,NO,NO,NO,HAVE DIFFICULTY,11.8,FEMALE,1.3,Second,Pre-primary or none
717,NO,NO,NO,NO,NO DIFFICULTY,12.3,FEMALE,7.3,Richest,Higher secondary+
718,YES,NO,NO,NO,NO DIFFICULTY,15.1,FEMALE,19.2,Richest,Higher secondary+
720,YES,NO,NO,NO,NO DIFFICULTY,13.0,MALE,3.7,Richest,Higher secondary+
722,YES,NO,NO,NO,NO DIFFICULTY,15.8,MALE,21.0,Richest,Secondary
724,YES,NO,NO,NO,NO DIFFICULTY,13.0,FEMALE,6.3,Middle,Secondary
726,NO,NO,NO,NO,NO DIFFICULTY,12.2,MALE,0.6,Poorest,Secondary
728,NO,NO,NO,NO,NO DIFFICULTY,13.8,FEMALE,3.6,Fourth,Higher secondary+
730,NO,NO,NO,NO,NO DIFFICULTY,14.1,MALE,1.9,Second,Primary
732,YES,NO,NO,NO,NO DIFFICULTY,14.7,MALE,9.0,Middle,Secondary
733,NO,NO,NO,NO,NO DIFFICULTY,10.3,FEMALE,0.4,Second,Secondary
734,NO,NO,NO,NO,NO DIFFICULTY,8.8,MALE,0.0,Poorest,Primary
735,YES,YES,NO,NO,HAVE DIFFICULTY,12.5,MALE,37.8,Poorest,Secondary
737,NO,YES,NO,NO,NO DIFFICULTY,15.3,MALE,8.0,Middle,Secondary
738,YES,YES,NO,NO,NO DIFFICULTY,11.2,MALE,11.9,Fourth,Secondary
739,YES,YES,YES,NO,NO DIFFICULTY,14.5,MALE,26.1,Fourth,Secondary
741,YES,YES,YES,NO,NO DIFFICULTY,13.0,MALE,3.7,Richest,Higher secondary+
742,YES,YES,YES,YES,NO DIFFICULTY,12.7,FEMALE,13.3,Middle,Secondary
743,YES,YES,YES,NO,NO DIFFICULTY,10.9,MALE,1.3,Poorest,Pre-primary or none
745,YES,NO,NO,NO,NO DIFFICULTY,10.9,MALE,2.9,Poorest,Primary
746,YES,NO,YES,NO,NO DIFFICULTY,11.2,FEMALE,0.1,Poorest,Primary
747,NO,NO,NO,NO,NO DIFFICULTY,10.8,MALE,1.2,Poorest,Pre-primary or none
749,YES,NO,YES,NO,NO DIFFICULTY,14.0,MALE,23.3,Second,Secondary
753,YES,NO,NO,NO,NO DIFFICULTY,9.2,FEMALE,0.1,Poorest,Secondary
756,YES,YES,NO,NO,NO DIFFICULTY,9.8,FEMALE,1.2,Second,Secondary
758,YES,NO,NO,NO,HAVE DIFFICULTY,12.3,MALE,2.1,Fourth,Secondary
759,NO,NO,NO,NO,HAVE DIFFICULTY,14.7,MALE,3.2,Middle,Primary
763,YES,YES,NO,NO,NO DIFFICULTY,14.4,FEMALE,11.3,Poorest,Secondary
764,NO,NO,NO,NO,NO DIFFICULTY,7.9,FEMALE,0.0,Poorest,Secondary
768,YES,NO,NO,NO,HAVE DIFFICULTY,11.5,FEMALE,8.3,Poorest,Pre-primary or none
769,YES,NO,NO,NO,HAVE DIFFICULTY,10.2,MALE,1.0,Poorest,Primary
770,YES,YES,YES,NO,NO DIFFICULTY,13.4,MALE,1.3,Poorest,Primary
771,YES,NO,YES,NO,NO DIFFICULTY,11.1,MALE,0.5,Poorest,Pre-primary or none
773,NO,YES,NO,NO,NO DIFFICULTY,13.5,FEMALE,2.6,Poorest,Primary
774,YES,NO,NO,NO,NO DIFFICULTY,12.3,FEMALE,2.7,Poorest,Pre-primary or none
776,YES,YES,NO,NO,NO DIFFICULTY,14.4,FEMALE,52.1,Poorest,Primary
777,YES,NO,NO,NO,NO DIFFICULTY,12.1,MALE,23.6,Poorest,Secondary
778,YES,YES,YES,NO,NO DIFFICULTY,14.0,FEMALE,15.5,Poorest,Secondary
780,NO,YES,NO,NO,NO DIFFICULTY,12.4,MALE,11.7,Poorest,Pre-primary or none
781,NO,NO,NO,NO,NO DIFFICULTY,10.3,FEMALE,1.9,Poorest,Primary
783,YES,NO,NO,NO,NO DIFFICULTY,13.3,FEMALE,3.4,Poorest,Pre-primary or none
785,YES,NO,NO,NO,HAVE DIFFICULTY,11.3,MALE,0.6,Poorest,Secondary
786,YES,NO,NO,NO,HAVE DIFFICULTY,11.3,MALE,7.6,Poorest,Secondary
787,YES,NO,NO,NO,HAVE DIFFICULTY,14.1,MALE,9.7,Poorest,Higher secondary+
788,NO,NO,NO,NO,NO DIFFICULTY,13.3,MALE,66.0,Poorest,Secondary
789,YES,NO,NO,NO,NO DIFFICULTY,15.7,MALE,22.5,Poorest,Higher secondary+
791,NO,NO,NO,NO,NO DIFFICULTY,11.1,MALE,1.6,Poorest,Secondary
792,YES,NO,NO,NO,NO DIFFICULTY,14.7,FEMALE,7.0,Poorest,Secondary
794,YES,NO,NO,NO,NO DIFFICULTY,11.8,MALE,1.8,Second,Secondary
795,YES,NO,NO,YES,HAVE DIFFICULTY,12.0,MALE,0.8,Poorest,Secondary
798,YES,NO,NO,NO,NO DIFFICULTY,15.4,MALE,18.3,Poorest,Primary
801,YES,NO,YES,NO,HAVE DIFFICULTY,8.3,MALE,0.0,Poorest,Pre-primary or none
802,YES,YES,NO,NO,NO DIFFICULTY,9.7,FEMALE,0.0,Poorest,Pre-primary or none
803,YES,NO,YES,NO,HAVE DIFFICULTY,9.9,MALE,0.8,Poorest,Primary
806,NO,YES,NO,NO,NO DIFFICULTY,18.1,MALE,47.7,Middle,Secondary
807,NO,YES,NO,NO,NO DIFFICULTY,11.4,MALE,2.5,Poorest,Primary
808,NO,NO,NO,NO,NO DIFFICULTY,15.4,FEMALE,17.7,Poorest,Secondary
809,YES,NO,NO,NO,NO DIFFICULTY,11.6,FEMALE,1.1,Poorest,Primary
811,YES,NO,NO,NO,HAVE DIFFICULTY,11.9,FEMALE,4.9,Poorest,Primary
813,YES,YES,YES,NO,NO DIFFICULTY,10.5,FEMALE,1.9,Fourth,Secondary
814,YES,NO,NO,NO,NO DIFFICULTY,12.8,MALE,1.3,Poorest,Primary
816,YES,NO,NO,NO,HAVE DIFFICULTY,14.2,MALE,5.5,Second,Primary
817,YES,YES,NO,NO,HAVE DIFFICULTY,11.9,FEMALE,5.8,Poorest,Secondary
818,YES,YES,NO,NO,HAVE DIFFICULTY,10.2,MALE,0.7,Second,Pre-primary or none
819,NO,NO,NO,NO,HAVE DIFFICULTY,10.0,FEMALE,4.9,Second,Secondary
820,NO,NO,NO,NO,NO DIFFICULTY,11.1,MALE,9.8,Middle,Secondary
821,YES,NO,NO,NO,NO DIFFICULTY,9.7,MALE,0.5,Middle,Primary
822,NO,NO,NO,NO,NO DIFFICULTY,11.9,MALE,5.1,Second,Pre-primary or none
824,NO,NO,NO,NO,NO DIFFICULTY,11.8,FEMALE,20.4,Second,Secondary
830,YES,NO,YES,NO,HAVE DIFFICULTY,11.3,MALE,1.8,Poorest,Primary
831,NO,NO,YES,NO,NO DIFFICULTY,12.1,MALE,1.6,Poorest,Primary
832,YES,NO,NO,NO,NO DIFFICULTY,10.5,MALE,0.6,Poorest,Secondary
833,NO,NO,NO,NO,NO DIFFICULTY,9.9,MALE,0.2,Poorest,Primary
834,YES,NO,NO,NO,NO DIFFICULTY,12.2,MALE,0.9,Middle,Primary
836,YES,NO,NO,NO,NO DIFFICULTY,10.8,MALE,1.7,Middle,Secondary
838,YES,YES,NO,NO,HAVE DIFFICULTY,10.3,MALE,1.0,Second,Primary
839,YES,NO,NO,NO,HAVE DIFFICULTY,14.0,MALE,19.2,Middle,Primary
840,YES,NO,NO,NO,HAVE DIFFICULTY,15.0,MALE,4.2,Middle,Primary
841,NO,NO,NO,NO,HAVE DIFFICULTY,14.9,MALE,5.1,Fourth,Secondary
846,YES,YES,YES,YES,NO DIFFICULTY,10.2,MALE,0.0,Fourth,Secondary
850,YES,NO,NO,NO,NO DIFFICULTY,11.3,FEMALE,0.3,Poorest,Secondary
852,YES,YES,NO,NO,HAVE DIFFICULTY,11.0,MALE,3.9,Poorest,Primary
853,YES,NO,NO,NO,NO DIFFICULTY,13.2,FEMALE,11.7,Poorest,Secondary
855,YES,NO,NO,NO,HAVE DIFFICULTY,9.6,FEMALE,1.2,Second,Primary
856,YES,NO,NO,NO,NO DIFFICULTY,15.6,MALE,71.6,Richest,Higher secondary+
857,YES,YES,NO,NO,NO DIFFICULTY,10.4,MALE,2.3,Middle,Secondary
862,YES,NO,NO,NO,NO DIFFICULTY,15.7,FEMALE,69.6,Second,Primary
863,YES,NO,NO,NO,NO DIFFICULTY,12.1,MALE,12.5,Poorest,Secondary
866,YES,YES,YES,NO,NO DIFFICULTY,14.9,MALE,23.7,Poorest,Primary
867,YES,YES,YES,NO,NO DIFFICULTY,12.8,MALE,8.3,Poorest,Primary
872,YES,NO,NO,NO,HAVE DIFFICULTY,11.7,MALE,1.7,Poorest,Primary
873,YES,YES,NO,NO,NO DIFFICULTY,14.1,FEMALE,9.1,Poorest,Primary
874,YES,NO,NO,NO,NO DIFFICULTY,14.7,MALE,10.0,Middle,Pre-primary or none
877,YES,NO,NO,NO,NO DIFFICULTY,9.7,MALE,0.2,Second,Higher secondary+
878,NO,NO,NO,NO,NO DIFFICULTY,14.2,FEMALE,33.5,Richest,Higher secondary+
881,NO,NO,NO,NO,NO DIFFICULTY,10.2,MALE,0.1,Middle,Secondary
885,YES,NO,NO,NO,HAVE DIFFICULTY,10.7,MALE,0.7,Poorest,Secondary
886,YES,NO,NO,NO,HAVE DIFFICULTY,14.1,MALE,2.8,Second,Secondary
887,YES,NO,YES,NO,NO DIFFICULTY,14.1,MALE,54.7,Richest,Higher secondary+
888,NO,NO,NO,NO,NO DIFFICULTY,12.4,FEMALE,6.7,Poorest,Pre-primary or none
889,NO,NO,NO,NO,NO DIFFICULTY,11.0,FEMALE,0.0,Poorest,Primary
890,YES,NO,NO,NO,NO DIFFICULTY,11.2,MALE,8.6,Poorest,Primary
891,YES,NO,YES,NO,NO DIFFICULTY,14.1,FEMALE,24.0,Poorest,Secondary
893,NO,NO,NO,NO,NO DIFFICULTY,13.1,MALE,10.6,Poorest,Primary
896,YES,NO,NO,NO,HAVE DIFFICULTY,12.3,MALE,35.7,Poorest,Primary
897,YES,NO,NO,NO,NO DIFFICULTY,10.6,FEMALE,7.8,Middle,Secondary
899,NO,YES,NO,NO,NO DIFFICULTY,10.3,MALE,0.0,Poorest,Secondary
901,NO,YES,NO,NO,NO DIFFICULTY,10.5,MALE,0.0,Poorest,Primary
902,YES,NO,NO,NO,HAVE DIFFICULTY,12.2,MALE,1.9,Poorest,Pre-primary or none
904,YES,YES,NO,NO,HAVE DIFFICULTY,11.3,MALE,5.8,Poorest,Primary
905,YES,NO,NO,NO,NO DIFFICULTY,11.8,MALE,1.5,Second,Secondary
906,YES,NO,NO,NO,NO DIFFICULTY,8.8,FEMALE,0.3,Second,Primary
907,YES,NO,NO,NO,NO DIFFICULTY,9.6,FEMALE,0.4,Poorest,Secondary
908,YES,NO,NO,NO,HAVE DIFFICULTY,10.9,FEMALE,4.9,Poorest,Pre-primary or none
909,YES,YES,YES,NO,NO DIFFICULTY,10.6,MALE,1.5,Poorest,Primary
912,YES,YES,NO,NO,HAVE DIFFICULTY,14.7,FEMALE,18.4,Poorest,Secondary
914,NO,NO,NO,NO,NO DIFFICULTY,12.5,MALE,0.3,Second,Higher secondary+
917,NO,NO,NO,NO,NO DIFFICULTY,10.8,MALE,1.3,Poorest,Secondary
918,NO,NO,NO,NO,NO DIFFICULTY,13.9,MALE,3.4,Poorest,Pre-primary or none
920,YES,NO,NO,NO,NO DIFFICULTY,13.8,FEMALE,2.5,Poorest,Higher secondary+
921,YES,NO,NO,NO,NO DIFFICULTY,13.1,MALE,1.1,Richest,Higher secondary+
922,YES,NO,NO,NO,NO DIFFICULTY,13.5,FEMALE,19.3,Middle,Primary
923,YES,NO,NO,NO,NO DIFFICULTY,17.4,FEMALE,52.0,Richest,Higher secondary+
927,NO,NO,NO,NO,HAVE DIFFICULTY,13.2,MALE,1.2,Second,Secondary
928,NO,NO,NO,NO,NO DIFFICULTY,11.5,MALE,0.5,Fourth,Secondary
933,NO,NO,NO,NO,NO DIFFICULTY,8.7,FEMALE,0.1,Richest,Pre-primary or none
934,NO,NO,NO,NO,NO DIFFICULTY,13.0,MALE,2.9,Second,Pre-primary or none
936,NO,YES,NO,NO,NO DIFFICULTY,14.6,FEMALE,6.4,Middle,Secondary
937,YES,YES,NO,NO,HAVE DIFFICULTY,11.9,FEMALE,0.6,Second,Pre-primary or none
939,YES,NO,NO,NO,HAVE DIFFICULTY,10.5,MALE,2.1,Middle,Primary
942,YES,YES,NO,NO,NO DIFFICULTY,13.2,MALE,5.1,Middle,Secondary
943,YES,NO,NO,NO,NO DIFFICULTY,12.0,FEMALE,1.6,Second,Higher secondary+
944,YES,NO,NO,NO,NO DIFFICULTY,12.9,MALE,27.6,Middle,Secondary
946,YES,NO,NO,NO,NO DIFFICULTY,10.8,FEMALE,0.1,Poorest,Secondary
948,YES,NO,NO,NO,NO DIFFICULTY,11.8,MALE,1.2,Second,Secondary
949,YES,NO,NO,NO,NO DIFFICULTY,14.1,MALE,10.2,Poorest,Primary
950,YES,NO,NO,NO,NO DIFFICULTY,11.5,MALE,1.3,Richest,Higher secondary+
952,NO,NO,NO,NO,NO DIFFICULTY,12.2,FEMALE,2.4,Poorest,Primary
953,NO,NO,NO,NO,NO DIFFICULTY,12.7,FEMALE,60.8,Second,Secondary
955,NO,NO,NO,NO,HAVE DIFFICULTY,16.7,FEMALE,39.2,Fourth,Higher secondary+
956,YES,NO,NO,NO,HAVE DIFFICULTY,13.9,FEMALE,13.2,Second,Secondary
957,YES,YES,YES,NO,HAVE DIFFICULTY,16.8,MALE,45.8,Poorest,Secondary
959,NO,YES,NO,NO,NO DIFFICULTY,11.7,MALE,4.4,Middle,Secondary
962,YES,YES,NO,NO,NO DIFFICULTY,8.9,FEMALE,0.0,Second,Secondary
964,YES,NO,NO,NO,NO DIFFICULTY,14.9,MALE,6.9,Middle,Secondary
969,NO,NO,NO,NO,NO DIFFICULTY,12.9,FEMALE,3.7,Second,Primary
970,NO,YES,NO,NO,NO DIFFICULTY,13.4,MALE,3.8,Second,Primary
971,NO,NO,NO,NO,NO DIFFICULTY,13.1,MALE,26.2,Poorest,Pre-primary or none
972,YES,NO,NO,NO,NO DIFFICULTY,11.6,FEMALE,5.4,Second,Secondary
973,YES,NO,NO,NO,NO DIFFICULTY,14.0,MALE,7.0,Poorest,Pre-primary or none
974,NO,NO,YES,NO,HAVE DIFFICULTY,11.6,MALE,0.1,Poorest,Primary
975,YES,YES,NO,NO,NO DIFFICULTY,15.2,MALE,7.7,Poorest,Primary
976,YES,YES,NO,NO,NO DIFFICULTY,11.9,FEMALE,3.0,Second,Secondary
977,YES,NO,YES,NO,NO DIFFICULTY,9.5,MALE,0.1,Poorest,Secondary
979,YES,NO,NO,NO,HAVE DIFFICULTY,11.2,FEMALE,1.3,Poorest,Primary
980,YES,YES,NO,NO,HAVE DIFFICULTY,11.2,MALE,2.1,Poorest,Secondary
982,YES,NO,NO,NO,NO DIFFICULTY,11.0,FEMALE,0.2,Poorest,Primary
984,NO,NO,NO,NO,NO DIFFICULTY,14.6,FEMALE,9.9,Poorest,Pre-primary or none
988,NO,YES,NO,NO,NO DIFFICULTY,12.4,FEMALE,0.4,Poorest,Primary
991,YES,NO,NO,NO,NO DIFFICULTY,11.2,FEMALE,0.6,Second,Primary
995,YES,NO,NO,NO,NO DIFFICULTY,13.4,FEMALE,3.3,Poorest,Primary
996,NO,NO,NO,NO,NO DIFFICULTY,12.2,FEMALE,4.1,Poorest,Secondary
997,YES,YES,NO,NO,NO DIFFICULTY,10.1,FEMALE,0.3,Second,Secondary
1000,YES,YES,NO,NO,NO DIFFICULTY,13.5,MALE,1.9,Second,Primary
1002,NO,NO,NO,NO,NO DIFFICULTY,14.2,FEMALE,5.0,Poorest,Secondary
1006,YES,NO,NO,NO,NO DIFFICULTY,13.1,MALE,3.9,Poorest,Secondary
1007,YES,NO,NO,NO,NO DIFFICULTY,12.6,MALE,19.6,Middle,Higher secondary+
1012,NO,YES,NO,NO,NO DIFFICULTY,15.7,FEMALE,27.4,Poorest,Primary
1015,YES,NO,NO,NO,NO DIFFICULTY,10.6,MALE,1.8,Poorest,Primary
1016,YES,NO,YES,NO,NO DIFFICULTY,10.6,MALE,2.2,Poorest,Primary
1019,YES,NO,NO,NO,HAVE DIFFICULTY,12.3,MALE,7.5,Poorest,Pre-primary or none
1020,YES,NO,NO,NO,HAVE DIFFICULTY,13.2,FEMALE,3.1,Richest,Primary
1021,NO,YES,YES,NO,HAVE DIFFICULTY,11.6,FEMALE,8.8,Richest,Secondary
1023,YES,NO,NO,NO,HAVE DIFFICULTY,11.7,FEMALE,4.8,Middle,Secondary
1024,YES,NO,NO,NO,NO DIFFICULTY,12.6,MALE,1.5,Second,Pre-primary or none
1025,YES,NO,NO,NO,NO DIFFICULTY,9.3,FEMALE,0.5,Poorest,Primary
1027,NO,NO,NO,NO,NO DIFFICULTY,14.1,MALE,51.2,Richest,Secondary
1028,NO,NO,NO,NO,NO DIFFICULTY,14.7,MALE,3.6,Second,Secondary
1030,NO,NO,NO,NO,NO DIFFICULTY,10.7,MALE,2.7,Poorest,Primary
