,Removed_privileges,Shook_child,Called_dumb_lazy,Beat_hard,Learning_skill,Child's_weight,Sex,Weight_age_P,Wealth_index,Mother's_education
9318,NO,YES,NO,NO,NO DIFFICULTY,13.7,MALE,2.3,Second,Pre-primary or none
9320,YES,NO,NO,NO,NO DIFFICULTY,13.1,FEMALE,19.9,Middle,Secondary
9321,NO,NO,NO,NO,NO DIFFICULTY,10.4,FEMALE,7.4,Poorest,Pre-primary or none
9324,YES,YES,NO,NO,NO DIFFICULTY,10.6,MALE,0.5,Poorest,Primary
9325,YES,YES,NO,NO,NO DIFFICULTY,12.5,FEMALE,0.7,Poorest,Primary
9326,NO,YES,NO,NO,NO DIFFICULTY,13.1,MALE,1.7,Poorest,Secondary
9329,YES,YES,NO,NO,NO DIFFICULTY,12.5,MALE,0.4,Poorest,Pre-primary or none
9331,YES,YES,NO,NO,NO DIFFICULTY,12.2,MALE,0.5,Poorest,Primary
9334,YES,YES,YES,NO,NO DIFFICULTY,14.5,MALE,10.8,Fourth,Pre-primary or none
9335,NO,NO,NO,NO,NO DIFFICULTY,12.5,MALE,2.8,Poorest,Pre-primary or none
9337,NO,YES,YES,YES,NO DIFFICULTY,7.3,FEMALE,0.0,Poorest,Pre-primary or none
9338,NO,NO,YES,YES,NO DIFFICULTY,10.7,FEMALE,0.4,Poorest,Pre-primary or none
9341,YES,YES,NO,NO,NO DIFFICULTY,14.1,FEMALE,25.6,Middle,Primary
9344,YES,YES,NO,NO,NO DIFFICULTY,14.8,MALE,14.2,Second,Pre-primary or none
9345,YES,NO,NO,NO,NO DIFFICULTY,11.8,MALE,0.9,Second,Primary
9346,NO,YES,YES,YES,NO DIFFICULTY,13.0,MALE,1.3,Poorest,Pre-primary or none
9352,NO,NO,NO,NO,NO DIFFICULTY,12.6,FEMALE,0.7,Poorest,Pre-primary or none
9354,YES,YES,NO,NO,NO DIFFICULTY,12.2,FEMALE,44.3,Richest,Primary
9355,NO,NO,NO,NO,NO DIFFICULTY,10.3,MALE,3.1,Second,Primary
9356,YES,NO,NO,NO,NO DIFFICULTY,13.0,FEMALE,2.4,Second,Primary
9360,NO,NO,YES,NO,NO DIFFICULTY,13.0,MALE,19.6,Middle,Secondary
9361,NO,NO,NO,NO,NO DIFFICULTY,13.3,MALE,20.2,Second,Secondary
9362,NO,NO,NO,NO,NO DIFFICULTY,13.0,FEMALE,0.9,Poorest,Pre-primary or none
9366,YES,YES,NO,NO,NO DIFFICULTY,14.8,MALE,40.8,Fourth,Higher secondary+
9369,NO,YES,YES,YES,HAVE DIFFICULTY,11.4,FEMALE,0.9,Middle,Higher secondary+
9370,NO,NO,NO,NO,NO DIFFICULTY,12.8,FEMALE,14.4,Middle,Secondary
9372,YES,YES,NO,NO,NO DIFFICULTY,14.7,FEMALE,37.5,Second,Pre-primary or none
9375,YES,YES,NO,NO,NO DIFFICULTY,8.8,FEMALE,0.2,Poorest,Primary
9377,NO,NO,NO,NO,NO DIFFICULTY,15.4,MALE,62.3,Second,Primary
9378,YES,NO,NO,NO,NO DIFFICULTY,9.0,MALE,0.1,Poorest,Primary
9379,YES,NO,NO,NO,NO DIFFICULTY,12.0,FEMALE,1.7,Poorest,Primary
9380,NO,YES,YES,NO,NO DIFFICULTY,11.2,FEMALE,1.4,Second,Pre-primary or none
9383,NO,NO,NO,NO,NO DIFFICULTY,10.1,MALE,0.0,Poorest,Pre-primary or none
9385,YES,NO,NO,NO,NO DIFFICULTY,16.9,MALE,31.0,Poorest,Secondary
9386,YES,YES,NO,NO,NO DIFFICULTY,10.2,MALE,1.4,Poorest,Primary
9387,YES,YES,NO,NO,NO DIFFICULTY,12.8,MALE,12.1,Fourth,Secondary
9388,YES,YES,NO,NO,NO DIFFICULTY,13.1,MALE,6.8,Poorest,Secondary
9391,YES,YES,YES,NO,NO DIFFICULTY,14.9,MALE,8.3,Poorest,Pre-primary or none
9392,NO,NO,NO,NO,NO DIFFICULTY,12.4,FEMALE,1.4,Middle,Secondary
9394,YES,YES,NO,NO,NO DIFFICULTY,14.5,MALE,22.0,Fourth,Secondary
9395,YES,YES,NO,NO,NO DIFFICULTY,10.5,MALE,2.2,Middle,Secondary
9401,NO,YES,YES,YES,NO DIFFICULTY,14.4,MALE,14.1,Fourth,Secondary
9402,YES,YES,YES,NO,NO DIFFICULTY,12.4,MALE,0.2,Poorest,Secondary
9404,YES,YES,NO,NO,NO DIFFICULTY,12.6,FEMALE,20.7,Middle,Secondary
9407,NO,YES,YES,YES,NO DIFFICULTY,13.1,FEMALE,1.3,Second,Primary
9409,YES,YES,YES,NO,NO DIFFICULTY,13.1,MALE,2.4,Middle,Secondary
9410,NO,NO,NO,NO,NO DIFFICULTY,9.1,FEMALE,0.3,Second,Secondary
9411,NO,NO,NO,NO,NO DIFFICULTY,14.9,FEMALE,32.1,Second,Secondary
9413,YES,NO,NO,NO,NO DIFFICULTY,14.0,MALE,10.8,Second,Pre-primary or none
9415,NO,NO,NO,NO,NO DIFFICULTY,10.4,MALE,1.1,Middle,Secondary
9416,YES,NO,NO,NO,NO DIFFICULTY,10.9,FEMALE,0.9,Poorest,Secondary
9420,YES,NO,NO,NO,NO DIFFICULTY,8.8,FEMALE,0.5,Second,Secondary
9421,YES,YES,NO,NO,NO DIFFICULTY,13.4,FEMALE,50.4,Fourth,Higher secondary+
9422,YES,YES,NO,NO,NO DIFFICULTY,13.8,MALE,5.3,Poorest,Pre-primary or none
9423,NO,NO,NO,NO,NO DIFFICULTY,13.8,MALE,25.5,Fourth,Secondary
9427,YES,YES,NO,NO,NO DIFFICULTY,14.5,FEMALE,39.8,Poorest,Secondary
9428,YES,NO,NO,NO,NO DIFFICULTY,12.1,MALE,1.4,Poorest,Pre-primary or none
9429,NO,YES,YES,YES,NO DIFFICULTY,13.2,MALE,5.6,Poorest,Pre-primary or none
9430,YES,YES,NO,NO,NO DIFFICULTY,9.7,FEMALE,1.8,Poorest,Secondary
9432,NO,YES,YES,NO,NO DIFFICULTY,10.6,FEMALE,2.7,Middle,Higher secondary+
9435,YES,YES,NO,NO,NO DIFFICULTY,11.2,FEMALE,3.3,Poorest,Secondary
9437,YES,YES,NO,NO,NO DIFFICULTY,13.8,FEMALE,6.2,Middle,Secondary
9438,NO,NO,NO,NO,NO DIFFICULTY,9.5,MALE,0.4,Second,Primary
9441,NO,NO,NO,NO,NO DIFFICULTY,12.5,MALE,0.6,Poorest,Primary
9444,YES,NO,NO,NO,NO DIFFICULTY,14.8,MALE,4.7,Second,Secondary
9445,YES,NO,NO,NO,NO DIFFICULTY,13.6,FEMALE,10.5,Second,Secondary
9447,NO,NO,NO,NO,NO DIFFICULTY,13.9,FEMALE,14.9,Second,Secondary
9448,NO,NO,NO,NO,NO DIFFICULTY,14.4,FEMALE,22.9,Second,Secondary
9449,NO,NO,NO,NO,NO DIFFICULTY,7.7,FEMALE,0.0,Fourth,Secondary
9450,YES,NO,YES,NO,NO DIFFICULTY,14.8,FEMALE,7.0,Fourth,Secondary
9454,YES,YES,NO,NO,NO DIFFICULTY,10.9,FEMALE,0.3,Second,Secondary
9456,NO,NO,NO,NO,NO DIFFICULTY,14.4,MALE,24.2,Poorest,Primary
9457,YES,YES,NO,NO,NO DIFFICULTY,17.1,MALE,58.9,Second,Primary
9458,NO,NO,NO,NO,NO DIFFICULTY,10.0,FEMALE,1.7,Second,Pre-primary or none
9459,NO,YES,NO,NO,NO DIFFICULTY,13.0,MALE,26.2,Fourth,Secondary
9462,YES,YES,YES,NO,NO DIFFICULTY,15.1,MALE,15.2,Fourth,Pre-primary or none
9463,YES,YES,NO,NO,NO DIFFICULTY,13.0,FEMALE,5.1,Poorest,Secondary
9464,YES,YES,YES,NO,NO DIFFICULTY,13.4,FEMALE,29.2,Poorest,Secondary
9465,YES,NO,NO,NO,NO DIFFICULTY,13.5,MALE,18.1,Poorest,Primary
9467,YES,NO,NO,NO,NO DIFFICULTY,10.1,FEMALE,1.8,Poorest,Secondary
9468,YES,YES,NO,NO,NO DIFFICULTY,13.3,FEMALE,4.9,Richest,Higher secondary+
9469,YES,NO,NO,NO,NO DIFFICULTY,10.6,FEMALE,8.1,Second,Primary
9471,YES,YES,NO,NO,NO DIFFICULTY,12.6,FEMALE,4.6,Middle,Secondary
9473,YES,NO,NO,NO,NO DIFFICULTY,13.8,MALE,3.5,Fourth,Secondary
9474,YES,YES,YES,NO,NO DIFFICULTY,12.1,FEMALE,23.8,Fourth,Secondary
9477,NO,NO,NO,NO,NO DIFFICULTY,14.2,MALE,68.7,Richest,Secondary
9478,YES,YES,NO,NO,NO DIFFICULTY,13.5,MALE,2.4,Poorest,Secondary
9479,YES,NO,NO,NO,NO DIFFICULTY,13.9,MALE,55.4,Richest,Secondary
9482,YES,YES,NO,NO,NO DIFFICULTY,12.9,FEMALE,23.8,Poorest,Pre-primary or none
9484,YES,YES,YES,YES,NO DIFFICULTY,12.3,MALE,26.6,Poorest,Primary
9485,NO,YES,YES,NO,NO DIFFICULTY,17.1,FEMALE,53.3,Poorest,Primary
9488,NO,NO,NO,NO,NO DIFFICULTY,8.6,FEMALE,0.3,Poorest,Primary
9489,YES,YES,NO,NO,NO DIFFICULTY,11.5,FEMALE,2.2,Second,Secondary
9490,NO,NO,NO,NO,NO DIFFICULTY,11.5,FEMALE,34.5,Richest,Secondary
9491,YES,NO,NO,NO,NO DIFFICULTY,12.9,FEMALE,21.5,Fourth,Secondary
9494,NO,YES,YES,NO,NO DIFFICULTY,13.5,MALE,17.2,Second,Pre-primary or none
9495,NO,NO,NO,NO,NO DIFFICULTY,10.1,MALE,0.8,Second,Secondary
9496,NO,NO,NO,NO,NO DIFFICULTY,14.2,FEMALE,6.2,Second,Secondary
9498,NO,NO,NO,NO,NO DIFFICULTY,12.1,MALE,3.5,Poorest,Pre-primary or none
9501,YES,NO,NO,NO,NO DIFFICULTY,11.2,MALE,0.6,Middle,Primary
9510,YES,NO,NO,NO,NO DIFFICULTY,12.8,FEMALE,12.6,Middle,Secondary
9512,NO,NO,NO,NO,NO DIFFICULTY,11.0,FEMALE,11.4,Second,Secondary
9513,NO,NO,NO,NO,NO DIFFICULTY,10.9,FEMALE,0.6,Poorest,Pre-primary or none
9514,YES,YES,NO,YES,NO DIFFICULTY,11.3,MALE,1.6,Middle,Pre-primary or none
9515,NO,NO,NO,NO,NO DIFFICULTY,9.9,FEMALE,0.2,Second,Secondary
9516,YES,NO,NO,NO,NO DIFFICULTY,10.2,MALE,0.4,Poorest,Pre-primary or none
9517,NO,NO,NO,NO,NO DIFFICULTY,12.0,FEMALE,23.0,Poorest,Primary
9518,NO,NO,NO,NO,NO DIFFICULTY,17.4,MALE,32.1,Poorest,Primary
9521,NO,NO,NO,NO,NO DIFFICULTY,9.3,FEMALE,0.6,Middle,Secondary
9522,YES,YES,NO,NO,NO DIFFICULTY,10.5,FEMALE,1.0,Middle,Secondary
9523,NO,NO,NO,NO,NO DIFFICULTY,15.6,MALE,34.9,Richest,Secondary
9529,YES,YES,NO,NO,NO DIFFICULTY,16.0,FEMALE,39.4,Fourth,Secondary
9530,NO,NO,YES,NO,NO DIFFICULTY,18.3,FEMALE,63.8,Fourth,Pre-primary or none
9531,NO,YES,YES,NO,NO DIFFICULTY,11.4,FEMALE,0.9,Middle,Pre-primary or none
9532,YES,YES,YES,YES,NO DIFFICULTY,11.1,FEMALE,0.5,Middle,Pre-primary or none
9535,YES,YES,NO,NO,NO DIFFICULTY,15.6,MALE,10.7,Richest,Higher secondary+
9536,NO,YES,NO,NO,NO DIFFICULTY,9.9,MALE,0.6,Poorest,Pre-primary or none
9537,NO,YES,NO,NO,NO DIFFICULTY,12.6,MALE,3.1,Poorest,Secondary
9540,YES,YES,NO,NO,NO DIFFICULTY,12.3,MALE,1.3,Fourth,Higher secondary+
9545,NO,NO,NO,NO,NO DIFFICULTY,10.7,MALE,2.1,Second,Higher secondary+
9546,NO,YES,YES,NO,NO DIFFICULTY,14.6,MALE,11.3,Poorest,Pre-primary or none
9550,YES,YES,NO,NO,NO DIFFICULTY,12.1,FEMALE,9.8,Middle,Secondary
9551,YES,YES,NO,YES,NO DIFFICULTY,14.7,MALE,8.0,Middle,Secondary
9552,YES,YES,NO,NO,NO DIFFICULTY,11.5,FEMALE,37.7,Middle,Higher secondary+
9555,NO,NO,NO,NO,NO DIFFICULTY,13.6,MALE,1.1,Second,Secondary
9559,YES,YES,NO,NO,NO DIFFICULTY,14.8,FEMALE,18.9,Second,Primary
9560,YES,YES,NO,NO,NO DIFFICULTY,16.1,MALE,13.7,Second,Primary
9562,YES,YES,NO,NO,NO DIFFICULTY,14.1,MALE,39.7,Poorest,Primary
9563,YES,YES,NO,NO,NO DIFFICULTY,10.0,FEMALE,1.1,Poorest,Pre-primary or none
9564,YES,NO,YES,NO,NO DIFFICULTY,13.4,FEMALE,1.6,Poorest,Pre-primary or none
9565,YES,YES,NO,NO,NO DIFFICULTY,10.4,FEMALE,4.8,Poorest,Secondary
9566,YES,YES,NO,NO,NO DIFFICULTY,12.4,FEMALE,4.4,Poorest,Secondary
9571,NO,NO,NO,NO,NO DIFFICULTY,17.3,MALE,52.4,Fourth,Secondary
9572,NO,NO,NO,NO,NO DIFFICULTY,11.1,MALE,5.2,Fourth,Higher secondary+
9573,YES,YES,NO,NO,NO DIFFICULTY,9.2,MALE,0.1,Poorest,Primary
9574,YES,YES,NO,NO,NO DIFFICULTY,13.3,FEMALE,1.9,Poorest,Primary
9575,YES,NO,NO,NO,NO DIFFICULTY,15.1,MALE,12.4,Second,Pre-primary or none
9577,NO,NO,YES,NO,NO DIFFICULTY,9.7,FEMALE,0.7,Middle,Secondary
9578,YES,NO,NO,NO,NO DIFFICULTY,13.7,MALE,6.5,Richest,Higher secondary+
9579,NO,NO,NO,NO,NO DIFFICULTY,12.2,FEMALE,0.5,Richest,Secondary
9586,NO,NO,NO,NO,NO DIFFICULTY,14.4,MALE,68.8,Richest,Higher secondary+
9587,YES,NO,NO,NO,NO DIFFICULTY,19.3,FEMALE,80.0,Richest,Higher secondary+
9588,NO,NO,NO,NO,NO DIFFICULTY,13.3,MALE,2.2,Fourth,Primary
9591,YES,YES,NO,NO,NO DIFFICULTY,13.9,MALE,6.2,Middle,Secondary
9592,YES,YES,YES,NO,NO DIFFICULTY,12.4,MALE,5.3,Fourth,Secondary
9593,NO,YES,YES,NO,NO DIFFICULTY,14.6,MALE,8.3,Fourth,Primary
9596,NO,NO,NO,NO,NO DIFFICULTY,15.7,FEMALE,22.3,Second,Primary
9598,YES,YES,NO,NO,NO DIFFICULTY,10.6,MALE,1.1,Fourth,Secondary
9602,YES,NO,YES,NO,NO DIFFICULTY,13.7,MALE,9.9,Poorest,Pre-primary or none
9604,YES,NO,NO,NO,NO DIFFICULTY,14.5,MALE,4.1,Fourth,Secondary
9605,YES,NO,NO,NO,NO DIFFICULTY,12.8,MALE,1.8,Poorest,Secondary
9607,YES,NO,NO,NO,NO DIFFICULTY,12.0,MALE,1.1,Second,Secondary
9612,NO,NO,NO,NO,NO DIFFICULTY,11.9,FEMALE,2.1,Middle,Secondary
9614,NO,NO,NO,NO,NO DIFFICULTY,11.8,FEMALE,3.6,Second,Primary
9617,NO,NO,NO,NO,NO DIFFICULTY,15.9,MALE,21.2,Richest,Secondary
9618,YES,YES,NO,NO,NO DIFFICULTY,14.5,FEMALE,30.0,Second,Secondary
9621,NO,NO,NO,NO,NO DIFFICULTY,12.2,FEMALE,9.2,Fourth,Secondary
9622,NO,NO,YES,YES,NO DIFFICULTY,13.7,FEMALE,2.8,Fourth,Secondary
9623,YES,NO,NO,NO,NO DIFFICULTY,13.3,MALE,9.8,Poorest,Primary
9624,NO,NO,NO,NO,NO DIFFICULTY,9.4,FEMALE,0.3,Second,Secondary
9625,YES,NO,NO,NO,NO DIFFICULTY,9.8,MALE,0.3,Second,Primary
9629,NO,NO,NO,NO,NO DIFFICULTY,17.5,FEMALE,49.7,Second,Secondary
9630,NO,NO,NO,NO,NO DIFFICULTY,11.9,MALE,2.7,Poorest,Secondary
9635,YES,YES,NO,NO,NO DIFFICULTY,12.1,FEMALE,0.8,Poorest,Pre-primary or none
9638,NO,NO,NO,NO,NO DIFFICULTY,10.8,MALE,3.6,Middle,Pre-primary or none
9640,YES,NO,NO,NO,NO DIFFICULTY,13.1,MALE,0.8,Middle,Secondary
9642,YES,YES,NO,NO,NO DIFFICULTY,10.9,MALE,1.4,Fourth,Secondary
9645,NO,NO,NO,NO,NO DIFFICULTY,11.2,MALE,2.2,Poorest,Secondary
9646,NO,NO,NO,NO,NO DIFFICULTY,9.8,MALE,0.2,Middle,Secondary
9648,NO,NO,NO,NO,NO DIFFICULTY,10.4,MALE,1.6,Poorest,Secondary
9653,NO,NO,NO,NO,NO DIFFICULTY,17.9,FEMALE,62.1,Second,Secondary
9656,YES,YES,YES,NO,NO DIFFICULTY,12.5,MALE,19.4,Second,Secondary
9657,YES,YES,NO,NO,NO DIFFICULTY,10.4,MALE,0.2,Middle,Primary
9659,YES,YES,YES,NO,NO DIFFICULTY,13.2,FEMALE,8.7,Fourth,Higher secondary+
9660,NO,YES,NO,NO,NO DIFFICULTY,16.4,FEMALE,28.2,Poorest,Pre-primary or none
9662,YES,YES,YES,NO,NO DIFFICULTY,11.9,FEMALE,2.2,Poorest,Primary
9663,NO,NO,NO,NO,NO DIFFICULTY,10.2,FEMALE,0.2,Second,Pre-primary or none
9664,NO,NO,NO,NO,NO DIFFICULTY,12.4,MALE,5.4,Middle,Higher secondary+
9665,YES,YES,YES,NO,NO DIFFICULTY,16.4,MALE,56.2,Second,Pre-primary or none
9666,NO,NO,NO,NO,NO DIFFICULTY,11.6,FEMALE,1.8,Middle,Primary
9667,NO,NO,NO,NO,NO DIFFICULTY,11.6,MALE,6.9,Middle,Secondary
9670,YES,NO,NO,NO,NO DIFFICULTY,17.6,FEMALE,64.6,Richest,Higher secondary+
9671,YES,NO,NO,NO,NO DIFFICULTY,16.1,MALE,38.2,Richest,Higher secondary+
9672,YES,NO,NO,NO,NO DIFFICULTY,14.2,FEMALE,7.1,Middle,Secondary
9676,NO,NO,NO,NO,NO DIFFICULTY,10.7,MALE,1.8,Poorest,Primary
9678,NO,NO,NO,NO,NO DIFFICULTY,12.8,FEMALE,5.3,Fourth,Secondary
9681,YES,NO,NO,NO,NO DIFFICULTY,11.5,FEMALE,20.6,Middle,Secondary
9683,NO,YES,NO,NO,NO DIFFICULTY,14.2,FEMALE,9.0,Second,Pre-primary or none
9687,NO,NO,NO,NO,NO DIFFICULTY,8.4,FEMALE,0.1,Fourth,Secondary
9689,YES,NO,NO,NO,NO DIFFICULTY,13.8,MALE,14.5,Fourth,Primary
9690,NO,NO,NO,NO,NO DIFFICULTY,10.7,FEMALE,6.6,Middle,Secondary
9691,YES,NO,NO,NO,NO DIFFICULTY,13.2,FEMALE,12.5,Fourth,Primary
9693,YES,NO,NO,NO,NO DIFFICULTY,14.3,MALE,33.4,Fourth,Secondary
9695,NO,YES,NO,NO,NO DIFFICULTY,11.3,MALE,0.8,Second,Secondary
9696,NO,NO,NO,NO,NO DIFFICULTY,10.7,MALE,0.2,Middle,Secondary
9697,YES,YES,YES,NO,NO DIFFICULTY,15.7,MALE,9.8,Second,Primary
9698,YES,YES,NO,NO,NO DIFFICULTY,10.8,MALE,2.5,Fourth,Higher secondary+
9700,YES,YES,NO,NO,NO DIFFICULTY,12.1,FEMALE,0.4,Middle,Secondary
9704,YES,YES,YES,NO,NO DIFFICULTY,13.3,FEMALE,17.7,Fourth,Secondary
9705,YES,YES,YES,NO,NO DIFFICULTY,12.5,MALE,1.9,Poorest,Pre-primary or none
9707,NO,YES,NO,NO,NO DIFFICULTY,11.6,FEMALE,0.1,Middle,Pre-primary or none
9710,NO,NO,NO,NO,NO DIFFICULTY,12.5,MALE,0.9,Middle,Secondary
9711,YES,YES,NO,NO,NO DIFFICULTY,13.0,MALE,0.5,Middle,Secondary
9713,YES,YES,NO,NO,NO DIFFICULTY,11.4,FEMALE,0.3,Second,Primary
9714,NO,NO,NO,NO,NO DIFFICULTY,11.6,MALE,5.3,Middle,Primary
9716,NO,NO,NO,NO,NO DIFFICULTY,8.8,FEMALE,0.0,Second,Secondary
9719,YES,NO,NO,NO,NO DIFFICULTY,14.0,MALE,9.6,Poorest,Primary
9720,NO,YES,NO,NO,NO DIFFICULTY,9.1,MALE,0.1,Second,Pre-primary or none
9722,NO,NO,NO,NO,NO DIFFICULTY,19.0,FEMALE,84.1,Middle,Pre-primary or none
9724,NO,NO,NO,NO,NO DIFFICULTY,10.9,FEMALE,1.1,Second,Secondary
9726,NO,NO,NO,NO,NO DIFFICULTY,15.7,FEMALE,20.4,Fourth,Secondary
9727,YES,YES,YES,NO,NO DIFFICULTY,13.5,FEMALE,50.3,Poorest,Secondary
9728,YES,YES,NO,NO,NO DIFFICULTY,9.8,FEMALE,0.1,Poorest,Pre-primary or none
9729,NO,NO,NO,NO,NO DIFFICULTY,11.4,FEMALE,18.6,Poorest,Primary
9730,NO,NO,NO,NO,NO DIFFICULTY,14.8,MALE,5.7,Poorest,Primary
9731,NO,NO,NO,NO,NO DIFFICULTY,12.6,FEMALE,0.8,Fourth,Secondary
9734,YES,NO,NO,NO,NO DIFFICULTY,11.3,MALE,0.6,Second,Primary
9735,NO,NO,NO,NO,NO DIFFICULTY,13.7,MALE,1.0,Second,Primary
9739,YES,NO,NO,NO,NO DIFFICULTY,8.9,MALE,0.1,Fourth,Primary
9742,YES,NO,NO,NO,NO DIFFICULTY,12.9,MALE,14.0,Poorest,Primary
9749,YES,NO,NO,NO,NO DIFFICULTY,18.9,MALE,59.6,Richest,Higher secondary+
9750,YES,NO,NO,NO,NO DIFFICULTY,14.0,MALE,7.8,Fourth,Higher secondary+
9752,YES,YES,YES,NO,NO DIFFICULTY,14.8,MALE,32.4,Fourth,Secondary
9753,YES,NO,NO,NO,NO DIFFICULTY,14.5,MALE,7.0,Second,Primary
9754,NO,YES,NO,NO,NO DIFFICULTY,9.9,FEMALE,1.6,Second,Primary
9755,YES,NO,NO,NO,NO DIFFICULTY,13.3,FEMALE,20.5,Middle,Primary
9756,NO,YES,NO,NO,NO DIFFICULTY,8.8,FEMALE,0.2,Middle,Pre-primary or none
9760,NO,NO,NO,NO,NO DIFFICULTY,11.1,FEMALE,2.6,Second,Primary
9762,NO,NO,NO,NO,NO DIFFICULTY,12.1,FEMALE,7.6,Middle,Primary
9765,YES,NO,NO,NO,NO DIFFICULTY,13.8,FEMALE,4.8,Fourth,Secondary
9766,NO,NO,NO,NO,NO DIFFICULTY,10.5,MALE,4.1,Poorest,Primary
9768,YES,YES,YES,NO,NO DIFFICULTY,12.0,FEMALE,0.3,Middle,Secondary
9769,NO,NO,NO,NO,NO DIFFICULTY,13.9,FEMALE,12.1,Middle,Secondary
9770,YES,NO,NO,NO,NO DIFFICULTY,16.8,MALE,43.9,Second,Primary
9771,NO,NO,NO,NO,NO DIFFICULTY,8.0,FEMALE,0.0,Second,Pre-primary or none
9773,YES,YES,YES,NO,NO DIFFICULTY,12.7,FEMALE,2.7,Second,Secondary
9775,NO,NO,NO,NO,NO DIFFICULTY,12.7,MALE,44.4,Richest,Secondary
9776,YES,YES,NO,NO,NO DIFFICULTY,10.9,FEMALE,0.3,Middle,Secondary
9778,NO,YES,NO,NO,NO DIFFICULTY,10.9,FEMALE,1.6,Poorest,Secondary
9779,YES,YES,YES,NO,NO DIFFICULTY,11.8,MALE,0.2,Second,Pre-primary or none
9780,NO,YES,NO,NO,NO DIFFICULTY,10.9,MALE,0.9,Second,Secondary
9782,YES,NO,NO,NO,NO DIFFICULTY,10.7,FEMALE,0.6,Second,Pre-primary or none
9785,NO,YES,NO,NO,NO DIFFICULTY,12.0,MALE,2.9,Poorest,Secondary
9789,NO,NO,NO,NO,NO DIFFICULTY,11.2,FEMALE,0.7,Richest,Higher secondary+
9791,NO,YES,NO,NO,NO DIFFICULTY,17.6,MALE,72.1,Fourth,Secondary
9792,YES,NO,NO,NO,NO DIFFICULTY,11.0,MALE,0.3,Middle,Primary
9794,NO,NO,NO,NO,NO DIFFICULTY,14.5,FEMALE,10.2,Fourth,Secondary
9797,NO,NO,YES,NO,NO DIFFICULTY,11.5,MALE,3.5,Poorest,Primary
9799,YES,YES,NO,NO,NO DIFFICULTY,15.3,MALE,7.5,Second,Primary
9802,NO,NO,NO,NO,NO DIFFICULTY,11.5,FEMALE,26.4,Fourth,Secondary
9805,YES,NO,NO,NO,NO DIFFICULTY,10.4,MALE,0.4,Poorest,Pre-primary or none
9811,NO,NO,NO,NO,NO DIFFICULTY,16.4,FEMALE,26.8,Fourth,Secondary
9813,YES,YES,NO,NO,NO DIFFICULTY,14.4,FEMALE,7.1,Second,Primary
9814,NO,NO,NO,NO,NO DIFFICULTY,11.3,MALE,3.0,Poorest,Primary
9816,NO,YES,NO,NO,NO DIFFICULTY,12.5,FEMALE,0.5,Poorest,Primary
9817,YES,YES,YES,NO,NO DIFFICULTY,14.7,FEMALE,22.2,Middle,Secondary
9818,NO,YES,NO,NO,NO DIFFICULTY,12.7,FEMALE,42.2,Second,Secondary
9819,YES,NO,NO,NO,NO DIFFICULTY,15.1,MALE,22.3,Middle,Secondary
9821,YES,NO,NO,NO,NO DIFFICULTY,16.0,FEMALE,25.4,Richest,Higher secondary+
9822,NO,NO,NO,NO,NO DIFFICULTY,11.3,FEMALE,0.3,Middle,Primary
9824,NO,NO,NO,NO,NO DIFFICULTY,11.7,FEMALE,2.5,Poorest,Primary
9826,NO,YES,NO,NO,NO DIFFICULTY,16.1,MALE,12.9,Poorest,Secondary
9828,YES,NO,NO,NO,NO DIFFICULTY,11.4,MALE,1.0,Second,Primary
9829,YES,NO,NO,NO,NO DIFFICULTY,11.9,FEMALE,1.3,Second,Primary
9830,YES,YES,YES,NO,NO DIFFICULTY,13.1,FEMALE,15.9,Poorest,Pre-primary or none
9832,NO,NO,NO,NO,NO DIFFICULTY,14.7,FEMALE,21.2,Middle,Secondary
9834,YES,NO,NO,NO,NO DIFFICULTY,13.8,MALE,2.5,Middle,Secondary
9835,NO,NO,NO,NO,NO DIFFICULTY,14.5,MALE,5.2,Poorest,Pre-primary or none
9836,NO,NO,NO,NO,NO DIFFICULTY,14.4,MALE,40.4,Poorest,Secondary
9837,NO,NO,NO,NO,NO DIFFICULTY,13.0,MALE,3.2,Poorest,Primary
9839,NO,NO,NO,NO,NO DIFFICULTY,11.4,FEMALE,21.4,Poorest,Secondary
9842,NO,NO,NO,NO,NO DIFFICULTY,13.4,MALE,29.3,Second,Secondary
9844,NO,NO,NO,NO,NO DIFFICULTY,12.0,MALE,4.0,Fourth,Primary
9846,YES,YES,NO,NO,NO DIFFICULTY,11.4,FEMALE,1.9,Fourth,Primary
9848,NO,NO,NO,NO,NO DIFFICULTY,9.5,FEMALE,2.4,Middle,Primary
9851,NO,NO,NO,NO,NO DIFFICULTY,11.1,FEMALE,1.8,Poorest,Primary
9852,YES,NO,NO,NO,NO DIFFICULTY,12.8,MALE,14.9,Poorest,Primary
9853,NO,NO,NO,NO,NO DIFFICULTY,8.5,FEMALE,0.1,Poorest,Secondary
9854,YES,NO,NO,NO,NO DIFFICULTY,12.4,MALE,0.4,Poorest,Secondary
9855,YES,NO,NO,NO,NO DIFFICULTY,11.2,FEMALE,15.8,Poorest,Primary
9856,YES,NO,NO,NO,NO DIFFICULTY,14.9,FEMALE,23.1,Poorest,Primary
9859,NO,NO,NO,NO,NO DIFFICULTY,15.1,FEMALE,12.3,Poorest,Primary
9860,YES,YES,NO,NO,NO DIFFICULTY,14.9,MALE,7.9,Poorest,Primary
9861,YES,NO,NO,NO,NO DIFFICULTY,14.5,FEMALE,39.2,Fourth,Higher secondary+
